,drop,alt,target,choice,drop_x,drop_y,drop_z,orientation,model_train_steps
134,bowl,triangular_prism,torus,torus,-0.12659930421834986,0.6808845422817182,0.2642583277891509,"(-0.32957832187884445, -0.1609063149431965, -0.42073749147391193, 0.8297392667743075)",423300
135,sphere,cone,pipe,cone,-0.7987801031381596,-0.27086077993084495,0.8266416093482295,"(0.2409039034920465, -0.3306435193228605, -0.024609559320314594, 0.9121592744702801)",423400
136,sphere,pentagon,bowl,bowl,-1.0410387531573946,0.8860471064065828,1.339381564405907,"(0.25021752257020496, 0.132037009886239, 0.24476223581466852, 0.9273881966782491)",423500
137,triangular_prism,dumbbell,bowl,bowl,-0.33877555639830653,-0.37199665349640476,0.24051917967480654,"(-0.3804263492094067, 0.15772865000595196, -0.02224911935089072, 0.9109898146975147)",423600
138,torus,dumbbell,cone,dumbbell,0.12711400137644577,-0.7337165329718762,0.5925461603612674,"(0.38330675587189966, 0.20113675578995477, 0.417754468438784, 0.798812331197185)",423700
139,bowl,triangular_prism,pyramid,pyramid,-1.0356571387683293,0.09771440274772565,0.6728795992223751,"(0.021190768227787798, 0.3849321035618315, 0.23389318589391228, 0.8925649581861117)",423800
140,bowl,triangular_prism,torus,triangular_prism,-0.5718744886968474,1.2476503199964613,0.23961000138416647,"(0.2992788346708129, 0.04309778413352367, -0.44290540882032325, 0.8440435764571417)",423900
141,pentagon,sphere,bowl,sphere,0.12559922191374268,-0.9863388988496943,1.3562193734774672,"(0.3484215837285362, -0.17222747310523673, -0.22460576697464718, 0.8935839898641952)",424000
142,cone,octahedron,torus,octahedron,-0.1415245871030419,0.31943526420808954,0.3885788712964765,"(-0.23969252534220967, -0.5061815434998573, 0.03817412845103418, 0.8275690147849786)",424100
143,triangular_prism,dumbbell,bowl,bowl,-0.7320354387367944,-1.7004630650003338e-05,0.7581627909575154,"(0.21087588539610122, 0.4583519825431011, 0.18114020943230655, 0.8441759565304139)",424200
144,pentagon,pyramid,pipe,pyramid,-0.3601082361417,-0.914713237373404,1.238788854330243,"(0.2865892170635129, -0.35634560762025796, 0.2795845589229102, 0.8442256232812136)",424300
145,triangular_prism,cone,pentagon,pentagon,-0.34657474391376514,-0.7313497376791146,1.1217539149504463,"(0.20135003735437174, -0.18829611094604015, -0.1735421298924018, 0.9454553750507733)",424400
146,pyramid,dumbbell,torus,dumbbell,0.06819372428404867,-0.6870488928556983,1.1677238725030492,"(0.34971897253470696, 0.3748119062322173, -0.15140362242041278, 0.8451565643795341)",424500
147,cone,sphere,triangular_prism,triangular_prism,-1.0080378027208248,-0.7420762883720704,0.5460416716606448,"(-0.49759467387716455, -0.1279206625905073, -0.4414750393909962, 0.7356192182142893)",424600
148,torus,dumbbell,cone,cone,-0.3406900228600447,-0.5826730507644873,0.5455845778644605,"(-0.3266555286196733, 0.2861524010540541, 0.4752862568005867, 0.7651901352537737)",424700
149,triangular_prism,cone,pentagon,cone,0.9841143963547404,-0.48739590081485623,0.05525914883556188,"(-0.4911120897823872, -0.05808867609313125, -0.2614040288001662, 0.8289164944108457)",424800
150,pipe,dumbbell,torus,torus,-0.7501052825581335,0.0003722054992528546,0.6916913460630305,"(0.3751165507788105, 0.36754940811965103, 0.048046836051006986, 0.8496390453999804)",424900
151,dumbbell,pyramid,pipe,pipe,-0.35646738067845873,-0.7689675226162288,0.9100397507972294,"(0.05784784354296133, -0.009909165114504936, 0.05635840108994104, 0.9966840853905252)",425000
152,torus,octahedron,bowl,octahedron,-0.14897242327909227,0.8231500655354895,0.2620551335546338,"(0.3441970496130783, -0.1884982839935123, 0.2479238226120956, 0.8857373008689199)",425100
153,cone,sphere,triangular_prism,triangular_prism,0.3456201372331101,-0.7644519275765385,0.18190461268027414,"(0.3911333178260026, -0.08216624537104078, 0.2351172069345329, 0.8859928525735143)",425200
154,pentagon,pyramid,pipe,pyramid,0.5109749307177798,-0.7953443185744543,0.126952402184172,"(0.459708785570619, 0.12657362556648122, 0.4566886960148339, 0.7510541822747634)",425300
155,cone,octahedron,torus,torus,-0.7891585115790017,-0.5546503421767455,0.8759572574252388,"(0.2816609571685603, 0.34866936461347664, -0.29472713318062027, 0.8439387989386777)",425400
156,dumbbell,octahedron,pentagon,octahedron,0.3640466729551003,-0.5712997349891887,0.21226831201581697,"(-0.06927161945946748, 0.4668171237971804, 0.15900482238530805, 0.8671797288482977)",425500
157,dumbbell,pyramid,pipe,pipe,-0.3498541246120914,-0.574040540587719,0.13178743099123183,"(-0.0019471709823469492, 0.11332955857113619, -0.27390824619250087, 0.9550533452886206)",425600
158,pentagon,sphere,bowl,sphere,0.09429172433058405,-1.0021032125620524,1.340748646372102,"(0.1663266618393164, -0.240320373709182, -0.06108121540109368, 0.9543849562240564)",425700
159,pyramid,sphere,triangular_prism,triangular_prism,0.7709374179948721,0.10175702109939863,0.11220932840781848,"(-0.45684169644898986, -0.05021013023952716, -0.3418607211231145, 0.8196986364269022)",425800
160,dumbbell,octahedron,pentagon,octahedron,0.7729504993614265,-0.37547076207736235,0.8532127334094862,"(-0.18792482984805375, -0.46552832574565567, -0.1109337388394513, 0.8577070256457779)",425900
161,triangular_prism,dumbbell,bowl,bowl,-0.5975942234141868,0.6745517734350674,1.3677900029759986,"(0.34978530878350544, 0.40134452910247714, -0.287205008150738, 0.7962952279223285)",426000
162,dumbbell,pyramid,pipe,pyramid,-0.7911330707061467,0.7763110029636481,0.22795297675701198,"(0.2651412110282978, 0.1973063186717689, -0.43000883324967837, 0.8401563891049644)",426100
163,triangular_prism,dumbbell,bowl,dumbbell,-1.0221432780268587,-0.7013030348379733,0.5563245676895386,"(-0.09657577178449042, 0.17775413713566926, -0.07444977069575329, 0.9764905625139105)",426200
164,pipe,octahedron,cone,cone,-0.07454044875470286,-0.5082547259935654,1.1225620353315975,"(-0.3302823977443922, 0.08050385570228535, 0.20279644768794428, 0.9183170845423881)",426300
165,dumbbell,octahedron,pentagon,pentagon,-0.5066205183327956,-0.9860449707104253,1.355204164336538,"(0.09301613937904564, -0.17068441098186168, -0.17230647901861781, 0.9656734991450265)",426400
166,sphere,cone,pipe,cone,0.12519055477942498,-0.30562507226479024,0.09856017664539295,"(-0.3420854323958655, 0.301186469583348, -0.2227302702761714, 0.8617746191349316)",426500
167,torus,dumbbell,cone,cone,-0.12410496011756735,0.3782287679806441,0.25412381167472187,"(0.11476564963948979, 0.11686373047974057, 0.3802646454215202, 0.9102584872461392)",426600
168,pipe,octahedron,cone,cone,-0.3416407872722014,-0.4971882723419626,0.6768175566935198,"(0.12679119997084576, -0.2982844560803805, 0.35878623448106556, 0.8753415406672315)",426700
169,octahedron,sphere,pipe,sphere,-0.5361152055603965,-0.3168838562396804,0.646636690731358,"(-0.35201516041936565, -0.008699743008687793, -0.4044240307440244, 0.8440680331959429)",426800
170,sphere,pentagon,bowl,bowl,-0.7332836040360117,0.7066238758719918,0.2927297414315645,"(0.07677533374293333, -0.06029339666985827, -0.3160938759944785, 0.9436921722709475)",426900
171,pyramid,sphere,triangular_prism,sphere,0.12678528228378777,-0.7912123106299335,1.4404563711294023,"(-0.25545265230193515, 0.15259745499490798, 0.09432265312015924, 0.9500322080168428)",427000
172,torus,dumbbell,cone,dumbbell,-0.7540881399609497,-0.049784762651638795,0.7047616693335448,"(-0.3829173315483941, 0.0006363273190250101, -0.29384671031176535, 0.8758013605415065)",427100
173,triangular_prism,cone,pentagon,cone,-1.014088872923967,1.022793982955863,0.10251598967355331,"(0.32107956094886425, 0.27856682804481836, -0.12904896784883713, 0.8959100411040625)",427200
174,octahedron,pyramid,pentagon,pyramid,0.32458188681344813,1.0759086585428899,1.4077455381503527,"(-0.23500999318738705, 0.32415484304358827, -0.1418447002079225, 0.9053032761767603)",427300
175,dumbbell,octahedron,pentagon,pentagon,0.12213609270389031,-0.07848931391335694,0.3157176275090148,"(-0.1976665136169515, -0.4557722979164967, -0.06857440628018249, 0.8651572762508307)",427400
176,pyramid,sphere,triangular_prism,triangular_prism,0.9692442466559397,0.14349870497011688,0.1290656911600721,"(-0.233100900670101, -0.25205928317426224, -0.4111410267687193, 0.8444484258852213)",427500
177,sphere,cone,pipe,cone,-0.3076332526651369,-0.9878775019924022,1.197620359222009,"(-0.33134751023411946, 0.3757462374735258, 0.0234709055563225, 0.8651431725896617)",427600
178,pyramid,dumbbell,torus,dumbbell,-0.34990422226835916,-0.988549135062387,0.3897996496021794,"(-0.08776149308574217, -0.46908869721311364, -0.18837265830576294, 0.8583527573679048)",427700
179,pentagon,pyramid,pipe,pyramid,-0.321862375575043,-0.717214664248505,0.9809988772955393,"(0.5327084470471934, 0.13102144443865021, -0.5314819996006916, 0.6454316196486098)",427800
180,bowl,triangular_prism,pyramid,pyramid,-0.5561230012536464,0.8374598625680603,1.3674922029637286,"(0.30171739389432845, 0.4444057343304744, -0.17669067289118026, 0.8247730376467628)",427900
181,sphere,cone,pipe,pipe,0.1281454273486705,-0.7603952931131236,0.4821388538297071,"(0.17764254131624696, -0.2633073714281905, -0.16957551980918867, 0.9329289891238914)",428000
182,dumbbell,pyramid,pipe,pipe,0.12121334007492707,-0.5700493504059484,1.3697257062551742,"(0.4323635375306565, -0.25445475233024667, 0.2855360538154766, 0.8165682533640496)",428100
183,pyramid,dumbbell,torus,dumbbell,-0.3781335757964604,0.43548903824208485,0.4923878937896358,"(-0.32972286618780283, -0.04985179292851905, 0.08807416594755532, 0.9386376146028641)",428200
184,sphere,pentagon,bowl,bowl,0.16255154535157265,-0.7933841967981108,0.3344067138920266,"(0.44941308745531844, -0.14368521356591102, -0.3909930730831278, 0.7902574599631494)",428300
185,octahedron,sphere,pipe,sphere,-0.7886024189659904,-0.7987528065698576,0.46300939589584444,"(-0.3103312192872305, 0.311646190687358, -0.278183119061509, 0.8539234968280063)",428400
186,dumbbell,pyramid,pipe,pyramid,-0.28817006260995814,0.09481034892821946,0.291977730589513,"(0.14744724099691786, 0.41400525973121843, -0.17233267411038034, 0.8815670170050878)",428500
187,torus,dumbbell,cone,dumbbell,-0.10524311987375852,-0.09465842026582395,0.11333685066716577,"(-0.2670716762247106, 0.292285157965923, 0.16347418741293018, 0.9036140195022656)",428600
188,cone,sphere,triangular_prism,triangular_prism,0.3945202122991046,0.35286365713912293,0.28300108522226486,"(-0.22331585067976495, 0.360519684023849, -0.017780391820317418, 0.9054498583208421)",428700
189,pyramid,dumbbell,torus,dumbbell,-0.3117017720377177,-0.6575311845402306,0.21300333692632156,"(0.324514326383166, -0.16414839328661895, -0.3641329013561247, 0.8574106292223536)",428800
190,torus,octahedron,bowl,bowl,-0.6082920754605734,0.3232832744221037,0.3171536975318589,"(0.028195482477524125, 0.2650871604525844, 0.25366995708802426, 0.9298308260119178)",428900
191,cone,sphere,triangular_prism,sphere,-0.7715492596801856,-0.3310148763897511,0.7811793701741497,"(0.27743399530670837, 0.18669567450172733, -0.3957910746686902, 0.8552920720918122)",429000
192,sphere,cone,pipe,cone,-0.7622960082235433,-0.9974293812470415,0.4076976267531373,"(-0.010108680768132252, 0.33473231009702925, -0.15498918648475915, 0.9294247937423591)",429100
193,cone,octahedron,torus,octahedron,-0.5818818368165879,-0.9814452779841083,0.09517880878593919,"(-0.47368416055915913, -0.03800090455971925, -0.2754588932865586, 0.8356444491512836)",429200
194,dumbbell,pyramid,pipe,pipe,-0.3608563800584315,0.3178459929658101,0.6846812507710164,"(-0.05001558529402487, -0.21286682272548335, -0.05888836024731001, 0.9740217235964693)",429300
195,pipe,dumbbell,torus,torus,1.0322004112620777,0.048010097861981356,0.06912760170319927,"(0.03925384742886141, -0.26725355501114784, 0.21112184245924567, 0.9393946137979228)",429400
196,cone,octahedron,torus,octahedron,-0.3698332723553643,-1.0348456968955935,1.2942684435715919,"(-0.04542276593434959, -0.2581965453625048, -0.3673000797612584, 0.892391151740712)",429500
197,dumbbell,octahedron,pentagon,octahedron,-0.2942103705957314,-0.9529688983103883,0.11268489366986424,"(0.48277399682197575, -0.1517415388534014, 0.315022633178255, 0.8029100285613421)",429600
198,bowl,triangular_prism,torus,torus,-0.38373348690701686,-0.879313717249169,1.141041732034744,"(0.2940532853117367, 0.04939079911236155, -0.3870638586914725, 0.8725106209412494)",429700
199,triangular_prism,cone,pentagon,cone,0.29715685678400505,-0.2903537214201523,0.24181772452826375,"(-0.13567626977800712, -0.3389433237327416, 0.11927424165191848, 0.9233000749455657)",429800
200,pentagon,pyramid,pipe,pipe,-0.5495623664025033,0.11520367625541347,0.4571370405554581,"(-0.11661785878446564, 0.44815035548023313, 0.17392185751428582, 0.8690872921486354)",429900
201,pipe,octahedron,cone,cone,-0.36959586284403767,0.5677111247211188,1.2151202072297138,"(0.3977981505974904, -0.27520579006322327, 0.2879561047796636, 0.8264984490106542)",430000
202,pentagon,sphere,bowl,sphere,0.9744795124359438,-0.5405171069442181,0.08771160843155011,"(-0.5510848845437277, 0.13928455931161607, 0.5277475529772212, 0.6311796748084892)",430100
203,cone,octahedron,torus,octahedron,-0.5754706630057602,-0.7811544977530441,0.7504696814602051,"(0.150879570177658, 0.2953697646519473, -0.33980631590312016, 0.8800702955473542)",430200
204,pipe,octahedron,cone,octahedron,-0.15570994844838137,0.9717158001181424,0.10311863589338978,"(-0.3163741845225112, 0.23219797902975028, 0.442090410525161, 0.8065652749926135)",430300
205,triangular_prism,cone,pentagon,pentagon,0.9940767395054629,-0.7550381971830507,0.5461241730737117,"(-0.27201215089960556, 0.2720032741342566, 0.10794414856277287, 0.9167178788560157)",430400
206,sphere,cone,pipe,pipe,-0.5431362694295416,-1.0084139799378147,0.49903308357372667,"(-0.0361285706181857, 0.09648552777759871, -0.4043056041998963, 0.9088026450924985)",430500
207,pentagon,sphere,bowl,sphere,0.30571385780507715,-0.09243301980216279,0.5845889648447951,"(0.44520098758239823, 0.06558858184970572, 0.17302526371021207, 0.8761030057616589)",430600
208,sphere,pentagon,bowl,pentagon,-0.5704050627587358,0.3719851289986915,0.5231546251835116,"(0.33249974106918007, 0.09641578829763436, 0.16825148672149862, 0.9229514370604118)",430700
209,triangular_prism,dumbbell,bowl,dumbbell,0.10511495060322432,-0.6925594375119396,1.4100772392033114,"(-0.37382249701461717, 0.31170883412142736, 0.014906341259934945, 0.8734255231252744)",430800
210,cone,sphere,triangular_prism,triangular_prism,-0.996369561239383,-0.06344711809735246,0.6347051175597195,"(0.21416308328753203, -0.2046979463183892, 0.282427914676423, 0.9123965133325196)",430900
211,bowl,triangular_prism,torus,torus,0.07895857128400563,0.0821820007482983,0.06739745866438439,"(0.2320267284979701, -0.1092858109952787, -0.444512640875419, 0.8582707736370815)",431000
212,pyramid,sphere,triangular_prism,triangular_prism,0.5874660452837788,1.1832256503454595,0.10529788911975362,"(0.15557228575341614, 0.16164713517582838, -0.3253505499314478, 0.9185937552880541)",431100
213,sphere,pentagon,bowl,pentagon,-1.0087384691727832,0.12130015558893252,1.2711445303338031,"(0.38581886248130187, 0.0713418900967788, -0.3122602873696968, 0.8651864845239134)",431200
214,pentagon,sphere,bowl,sphere,0.5572556101668767,0.5481701364690564,0.08867904623223721,"(0.24353826876226994, -0.1293720499705863, -0.07186939470266145, 0.9585336584803673)",431300
215,octahedron,pyramid,pentagon,pentagon,0.31103507685578125,1.021838477042825,0.140830946267665,"(0.06369865675065425, 0.06130235983585905, -0.2969572403842954, 0.9507896187853867)",431400
216,pipe,octahedron,cone,octahedron,0.14246093918160763,-0.35033791848640994,1.4197466336806386,"(-0.42863276506280157, 0.0017398617498893146, -0.4641393268621521, 0.7751423165172037)",431500
217,pyramid,dumbbell,torus,torus,1.0077666425644864,0.10796424330663583,0.08574539753345244,"(-0.14997444510596247, 0.3400296944047518, 0.275846039304004, 0.8864515978543125)",431600
218,pyramid,sphere,triangular_prism,sphere,-0.975378518350555,-0.9811579142303919,0.8379113397637121,"(-0.30268290300428835, -0.1442895283368863, 0.29946687758799856, 0.8932430696450492)",431700
219,torus,octahedron,bowl,bowl,-0.7757573266132021,0.04452371419950255,0.6502331059953661,"(0.17052576808038572, 0.46221482366919814, 0.08748943917185395, 0.8658083028213815)",431800
220,torus,octahedron,bowl,bowl,-1.022480355946882,-1.0367970477036175,0.6391420655194399,"(-0.15768125875222405, 0.3503984501854448, 0.10965640191916895, 0.9166967984366992)",431900
221,triangular_prism,cone,pentagon,pentagon,-0.9835720623121101,0.7922645915643834,0.09517983912317378,"(0.08391485149419403, 0.02705401254812073, 0.14509878249223174, 0.9854809594421525)",432000
222,dumbbell,pyramid,pipe,pipe,-0.3476374181803146,-0.9820426248098002,1.085287667243207,"(0.0957602484376509, -0.30375536419054905, 0.24504401194008135, 0.915705239559617)",432100
223,triangular_prism,dumbbell,bowl,bowl,-1.0234599427488194,0.9478912379571345,0.1759600026376789,"(0.5021696396189278, -0.15056266719939843, 0.4631005947905644, 0.7146288375061733)",432200
224,pipe,dumbbell,torus,dumbbell,-0.5842453804858321,0.7926657533615635,1.3848932437439512,"(0.32412101253207476, -0.18094939409197408, 0.047759071873001935, 0.927319770665308)",432300
225,dumbbell,pyramid,pipe,pipe,-0.09703617372052686,-1.0082241329075792,1.4386948469436125,"(0.13634372681069162, 0.42581753199016814, -0.05209620134187183, 0.892959015529224)",432400
226,bowl,triangular_prism,pyramid,pyramid,-1.035755271886362,0.3941011096480377,0.7070767259263667,"(0.16904307217297074, 0.24228701284526769, -0.38135414217452485, 0.8759511752393356)",432500
227,triangular_prism,dumbbell,bowl,bowl,-0.8048014357420166,0.04303606186836645,0.7230357989541436,"(0.08356996763377582, -0.3767006065295709, -0.2606849950474136, 0.8849610425928777)",432600
228,bowl,triangular_prism,torus,torus,-0.803528711788315,-0.4434521529773543,0.3884407441028509,"(0.15652367542442006, -0.3024778298004718, 0.16188561280025474, 0.9261752263363092)",432700
229,torus,octahedron,bowl,octahedron,-0.08305585364124439,-0.06545677329205983,0.7546357776944378,"(0.1096336377584894, -0.2004736196754291, 0.15227350374641052, 0.9615630885921441)",432800
230,cone,sphere,triangular_prism,triangular_prism,-0.9415131504680927,0.08245935551780484,0.6202849471708499,"(-0.1949579071699473, 0.3354506403857119, 0.2271789510272732, 0.8932267385758658)",432900
231,octahedron,sphere,pipe,sphere,-0.9900723283168571,-0.3372733821415413,0.5748438978738045,"(0.15773996850264843, 0.4861185731587633, 0.1910861312799688, 0.8380291913766048)",433000
232,pipe,octahedron,cone,cone,0.1296393687224145,0.37781843087880734,0.19692776744896678,"(0.19335017614902528, -0.1737955099434948, -0.117576887770442, 0.9584291865176261)",433100
233,bowl,triangular_prism,torus,triangular_prism,-0.8070965472939412,-0.5105836609257597,0.4698628659036719,"(-0.09587811436510178, 0.30452528625112074, 0.3425297146051622, 0.8835978337637387)",433200
234,pipe,octahedron,cone,cone,-0.10405818765156494,-0.7126940763104136,1.2955828797940911,"(-0.2241513195961718, 0.23369961629646224, 0.36005521066348156, 0.8749290945786733)",433300
235,octahedron,sphere,pipe,pipe,-0.34054585982054997,-1.0130235671773422,1.1986849323668243,"(-0.09239056113193554, -0.24435890840994703, -0.08195822216426223, 0.9617876885852192)",433400
236,pipe,dumbbell,torus,torus,-0.05129868860321882,-0.6400630069070374,1.4124962536495773,"(-0.17745632650921347, 0.3927970459377145, -0.3320917246658277, 0.8390082355334401)",433500
237,dumbbell,pyramid,pipe,pyramid,-0.8257787711472375,0.8110275286748341,0.08970222047633035,"(0.09305570841117634, -0.15685976381030275, 0.19912355293779901, 0.9628527718685228)",433600
238,torus,dumbbell,cone,cone,0.7676211602278099,-0.31488357836514047,0.3310528421194418,"(0.4126236115765419, 0.01943148715353202, -0.49181719400801766, 0.7664724523129407)",433700
239,pipe,dumbbell,torus,torus,-0.05725976041043655,-1.013539749817071,1.3568556113091645,"(0.32643773520583924, -0.16317724041940873, -0.3478226199945376, 0.8636150868662059)",433800
240,dumbbell,pyramid,pipe,pyramid,-1.0162654631308488,-0.10464081887112181,0.8064241266215193,"(0.1957970981551596, 0.375511847924646, -0.29992265157491754, 0.854810359959744)",433900
241,pentagon,sphere,bowl,bowl,0.14531795324279306,0.4855865319727381,0.4376289729978859,"(-0.3842594404965694, -0.08325249215147697, 0.19021352130386773, 0.8995735218719005)",434000
242,triangular_prism,cone,pentagon,pentagon,-0.7197577804727534,-0.7777512236716078,0.7696356806005634,"(-0.0418264215040765, -0.4650160118446071, -0.23460709917043238, 0.8526254559952655)",434100
243,bowl,triangular_prism,torus,torus,-0.996182700576413,-1.0345742623370895,0.6293177620771215,"(0.010970845794549247, 0.14812515494738968, -0.37960474070082745, 0.9131477535710316)",434200
244,dumbbell,pyramid,pipe,pipe,-0.7642861731663747,-0.7691493255004066,0.6366374138424895,"(-0.3360405570220634, -0.20416233610962276, 0.35150538147846355, 0.8496107646106202)",434300
245,bowl,triangular_prism,pyramid,pyramid,-0.10893967547924618,0.15589071484034306,0.16968338690656481,"(0.22218190789002945, -0.20827139707453327, -0.1964794365419433, 0.9320161243149868)",434400
246,pipe,octahedron,cone,octahedron,-0.3011995890457159,0.7409104398753111,0.3650276683299699,"(-0.20789198331436629, 0.3847085682459326, 0.07703075093789179, 0.896017022272305)",434500
247,pyramid,sphere,triangular_prism,triangular_prism,-0.4926596978425407,0.07378236702640996,0.04968243475524231,"(-0.15829323888357016, 0.3464577432193453, -0.36748760065737973, 0.8484474916282029)",434600
248,pyramid,dumbbell,torus,dumbbell,-0.31678992762552366,-0.4496156090110478,0.43656862654629747,"(-0.014110413191192361, -0.02626001023583695, 0.02565215046034895, 0.9992263383632095)",434700
249,pyramid,dumbbell,torus,torus,-1.0521174565273652,0.013371201368898996,0.666199924459361,"(-0.4193289134677621, -0.09151289946580977, -0.05222491444981392, 0.9016990683548566)",434800
250,cone,octahedron,torus,octahedron,0.13324798131263785,-0.0769548055822701,0.1655225501044068,"(-0.3708409163727147, 0.20597345298857855, 0.0127221231051937, 0.9054778290999197)",434900
251,cone,octahedron,torus,octahedron,0.32303711121696244,0.538410904662964,0.13686071546532025,"(-0.25204252721025094, -0.21392803098517674, -0.32748096425287215, 0.8851359105178618)",435000
252,torus,dumbbell,cone,cone,-0.7390099263649222,-0.5742058115859935,0.4469372116285438,"(0.22144528763217503, -0.12690979481329012, 0.3552985154023938, 0.8992323690341706)",435100
253,pyramid,sphere,triangular_prism,sphere,0.5801891229074633,-0.34041898339079146,0.317904809655926,"(0.08009457075466693, 0.16801056879580908, -0.12409924260680316, 0.9746572148673359)",435200
254,pentagon,sphere,bowl,bowl,-0.7972230826818684,0.04267242826252955,0.7148003712912989,"(-0.010696615480961052, -0.3013454544504806, -0.11415248273173739, 0.9465969100865829)",435300
255,dumbbell,octahedron,pentagon,octahedron,-0.12707454488589282,-0.14082979619839164,1.4082082027849978,"(0.448569176133101, -0.35980148102562587, 0.2553455938798682, 0.7772562101142548)",435400
256,pentagon,sphere,bowl,bowl,0.7807301875042462,-0.45225912899918047,0.22016164182283532,"(0.21700850869470636, -0.08330934384439093, -0.4699078237164401, 0.8515594504157626)",435500
257,octahedron,pyramid,pentagon,pentagon,-0.7553239003740244,0.5642493484011056,0.1803635498232631,"(0.114795418895467, 0.11782357814437346, -0.10545557967141136, 0.9807235782574198)",435600
258,pipe,octahedron,cone,octahedron,0.2988531276928406,-1.0184358611871802,1.3164060082672524,"(-0.37919925116292486, -0.3684181885781242, -0.2699348501945583, 0.8047429048414978)",435700
259,pyramid,dumbbell,torus,dumbbell,-0.8214985278973146,-0.9417508174709586,0.9079627173543129,"(0.25437055877493236, -0.43796814515289473, 0.1632578421025005, 0.846656010226052)",435800
260,bowl,triangular_prism,torus,torus,0.9537455928148686,-0.18415704999494342,0.07127111860002958,"(0.16917561887807198, 0.2349023750237405, -0.16941220385537784, 0.942072178429175)",435900
261,sphere,pentagon,bowl,pentagon,-0.953611361228546,-0.08023403446683662,0.6839323619468913,"(-0.19153738702619688, 0.4986185444433542, -0.11292534456664981, 0.8378190992468906)",436000
262,triangular_prism,cone,pentagon,cone,0.11668763854017011,-0.9789673687255097,1.3922664065273134,"(0.3575592891665596, 0.11170084813656411, -0.058008673392477915, 0.9253698012511116)",436100
263,bowl,triangular_prism,torus,torus,-0.9618093871999399,0.6858072997505116,0.08836568293806031,"(-0.12585346276610265, 0.4179341844097143, -0.07242971547704331, 0.8967975578286789)",436200
264,pyramid,sphere,triangular_prism,triangular_prism,0.10371215612860613,-0.11875686778124347,0.63384431026755,"(0.04039442095125146, -0.32808574864003287, -0.38252997842183684, 0.8627855167444057)",436300
265,torus,dumbbell,cone,dumbbell,-0.12985801130598668,-0.006057608524740271,0.2920215476043801,"(-0.20642213990246924, -0.013797899028890257, 0.3631084879751149, 0.908488714349771)",436400
266,octahedron,pyramid,pentagon,pentagon,-0.7735497475115612,-1.0031169367198876,0.3885331289828805,"(-0.3026628368115634, -0.41982533118893756, -0.08693016526536407, 0.8512256133788576)",436500
267,bowl,triangular_prism,torus,torus,-0.29124935004949426,-0.6545213065049245,1.0520935285415467,"(-0.02890878990899685, -0.08500797079959818, -0.22032143078682495, 0.9712859485767198)",436600
